Year,Month,Day,City_encoded,State_encoded,Store type_encoded
2015,5,25,33,29,1
2019,3,6,6,27,0
2009,9,4,12,7,0
2018,5,28,45,10,0
2009,9,23,51,8,0
2021,5,24,46,6,0
2022,2,25,51,8,0
2015,2,9,30,19,0
2007,2,19,11,29,0
2014,6,6,53,18,1
2015,5,18,22,11,1
2019,2,15,10,12,1
2007,1,12,0,12,0
2019,3,11,22,11,1
2015,1,21,45,10,0
2012,1,16,24,1,1
2016,1,4,43,1,1
2016,5,30,27,30,1
2022,1,14,46,6,0
2007,2,21,10,12,0
2019,1,2,11,29,0
2018,8,8,52,14,0
2021,1,29,40,27,1
2023,3,8,19,25,0
2016,8,29,28,25,0
2023,2,24,51,8,1
2019,7,29,32,6,1
2014,12,8,25,18,0
2017,12,27,35,21,0
2021,5,17,7,11,0
2014,8,8,40,27,1
2011,7,18,18,9,1
2007,4,27,10,12,1
2016,8,15,52,14,1
2014,5,21,8,22,1
2019,9,18,37,6,0
2012,6,4,16,9,1
2020,12,4,37,6,0
2022,1,10,21,2,0
2019,11,25,50,29,1
2014,11,12,12,7,1
2007,8,13,11,29,0
2014,5,23,50,29,1
2023,1,11,52,14,1
2015,4,10,28,25,1
2024,1,26,53,18,1
2007,2,14,2,3,0
2018,11,26,4,5,0
2017,8,18,18,9,0
2018,9,17,36,27,0
2013,6,5,42,17,0
2012,12,17,10,12,0
2007,2,22,3,22,1
2012,5,11,50,29,0
2007,2,2,41,4,0
2013,11,13,47,4,0
2011,11,11,15,8,1
2023,10,30,35,21,0
2020,7,31,26,15,1
2022,9,2,53,18,1
2022,3,2,18,9,0
2017,2,15,16,9,0
2014,7,2,49,26,0
2009,10,5,10,12,1
2021,10,27,30,19,0
2007,5,15,16,9,1
2010,10,29,33,29,1
2022,1,26,24,1,0
2014,1,15,49,26,1
2016,9,9,7,11,0
2022,12,12,41,4,1
2018,10,22,2,3,1
2014,5,28,4,5,0
2012,3,23,34,20,1
2012,12,10,31,13,0
2008,4,14,31,13,0
2014,12,12,10,12,1
2016,4,8,39,25,1
2022,6,27,26,15,1
2022,10,3,48,29,1
2013,4,1,33,29,0
2017,1,25,2,3,0
2020,5,8,12,7,0
2010,1,25,2,3,0
2020,12,14,31,13,1
2016,12,28,53,18,0
2009,11,11,27,30,1
2018,12,10,51,8,1
2007,3,30,51,8,1
2011,9,28,10,12,1
2013,4,24,28,25,0
2017,7,12,6,27,0
2021,7,9,14,24,1
2010,6,30,43,1,0
2013,3,20,43,1,0
2018,6,11,53,18,0
2014,4,14,10,12,1
2008,10,3,48,29,0
2019,10,21,36,27,1
2018,8,24,44,28,1
2010,6,28,5,25,0
2008,4,21,0,12,0
2018,11,9,49,26,1
2009,1,21,34,20,0
2012,3,16,21,2,0
2011,9,23,38,23,0
2009,10,28,23,27,1
2020,1,29,10,12,1
2013,5,20,18,9,0
2013,2,1,34,20,1
2022,4,29,17,14,1
2018,12,17,44,28,1
2007,4,23,43,1,0
2018,10,22,7,11,0
2019,6,12,9,5,0
2021,9,24,26,15,1
2012,4,16,30,19,1
2015,3,9,11,29,0
2008,11,24,1,0,1
2021,10,29,53,18,0
2012,6,29,6,27,1
2024,1,24,35,21,0
2021,6,23,1,0,0
2011,5,2,22,11,0
2021,4,30,32,6,0
2013,3,11,18,9,1
2013,3,25,23,27,1
2015,10,12,54,20,0
2023,8,11,19,25,0
2019,8,14,44,28,0
2022,10,17,23,27,0
2014,1,8,26,15,0
2020,4,13,8,22,0
2012,8,13,0,12,1
2017,8,21,37,6,0
2007,3,7,41,4,0
2020,12,21,37,6,1
2010,7,7,36,27,1
2023,6,7,30,19,0
2022,1,12,46,6,1
2020,12,18,18,9,1
2022,1,26,14,24,0
2012,4,2,50,29,1
2011,8,10,35,21,1
2014,2,7,13,16,0
2015,8,14,4,5,1
2014,9,22,33,29,0
2019,10,30,16,9,0
2023,2,3,51,8,0
2018,11,7,35,21,0
2023,4,3,42,17,0
2010,7,7,31,13,1
2010,10,27,10,12,1
2011,3,7,10,12,0
2014,4,9,12,7,0
2016,11,18,41,4,1
2023,3,22,27,30,1
2017,3,24,31,13,0
2010,5,31,16,9,1
2008,12,10,32,6,0
2012,10,1,11,29,1
2012,4,4,42,17,0
2017,6,12,32,6,0
2017,4,19,21,2,1
2018,11,7,51,8,1
2018,12,31,52,14,0
2011,1,5,3,22,1
2008,7,23,51,8,1
2019,3,11,47,4,1
2008,4,25,2,3,1
2014,7,11,33,29,0
2022,12,5,1,0,1
2021,9,8,10,12,0
2016,10,21,32,6,0
2021,11,29,4,5,0
2016,4,29,54,20,0
2011,4,25,55,31,0
2022,6,29,32,6,0
2014,12,3,20,11,0
2013,6,12,24,1,1
2017,7,31,22,11,1
2019,3,6,19,25,1
2016,2,10,35,21,1
2009,11,4,19,25,0
2017,11,13,15,8,1
2017,7,17,10,12,1
2023,6,5,0,12,0
2014,9,10,6,27,0
2009,10,9,11,29,0
2019,5,17,31,13,0
2009,4,6,23,27,0
2018,1,19,7,11,1
2009,10,19,26,15,1
2009,12,16,33,29,0
2016,4,29,9,5,0
2022,2,23,14,24,0
2015,10,9,15,8,1
2021,9,24,51,8,0
2023,2,20,1,0,1
2018,7,23,45,10,0
2015,6,1,19,25,0
2010,7,14,14,24,0
2012,12,7,19,25,1
2009,9,7,5,25,1
2013,2,15,48,29,0
2013,4,24,41,4,0
2021,10,4,15,8,1
2019,2,15,49,26,0
2014,10,31,38,23,0
2019,9,20,7,11,1
2012,12,12,37,6,1
2018,1,29,52,14,1
2022,6,29,8,22,0
2011,8,1,49,26,0
2023,7,10,5,25,0
2018,4,2,32,6,1
2015,7,17,10,12,1
2021,2,8,19,25,1
2018,3,12,45,10,0
2018,5,16,53,18,1
2019,10,4,30,19,0
2015,9,25,54,20,1
2012,4,2,42,17,1
2010,6,18,29,27,0
2018,4,11,52,14,1
2012,2,8,55,31,0
2011,12,14,52,14,0
2015,3,11,36,27,1
2013,12,6,28,25,1
2011,9,26,49,26,1
2022,10,7,53,18,0
2013,1,2,23,27,1
2020,10,9,35,21,1
2012,5,16,16,9,1
2017,6,16,23,27,1
2020,3,11,36,27,0
2023,1,30,46,6,0
2018,5,21,35,21,1
2019,7,15,17,14,1
2022,5,20,47,4,1
2011,8,17,3,22,0
2024,2,23,47,4,0
2018,2,2,47,4,0
2011,8,1,41,4,0
2016,5,13,2,3,0
2017,6,26,12,7,1
2008,4,16,43,1,0
2007,5,16,14,24,1
2009,11,6,49,26,1
2012,12,28,44,28,0
2018,1,15,19,25,0
2007,11,5,41,4,0
2009,10,7,30,19,0
2008,8,13,26,15,0
2014,7,9,36,27,0
2016,12,21,26,15,0
2023,11,6,42,17,1
2010,12,29,6,27,1
2008,6,11,8,22,0
2013,4,19,51,8,0
2013,7,1,53,18,1
2008,6,13,34,20,1
2013,10,21,44,28,1
2012,3,14,29,27,1
2020,8,19,54,20,0
2023,11,15,18,9,0
2007,4,28,47,4,1
2010,9,22,54,20,1
2021,2,22,54,20,1
2013,11,25,13,16,0
2009,5,18,9,5,1
2016,4,11,26,15,0
2015,5,29,2,3,0
2007,6,4,12,7,0
2015,9,7,50,29,1
2016,5,11,14,24,0
2018,9,21,31,13,1
2017,6,21,50,29,0
2014,12,24,16,9,1
2018,4,11,40,27,1
2016,12,21,29,27,0
2013,6,26,44,28,1
2015,5,18,30,19,0
2013,1,11,25,18,0
2015,2,13,33,29,1
2012,5,9,29,27,1
2017,1,20,47,4,0
2022,7,6,47,4,0
2012,10,22,46,6,1
2014,3,10,4,5,1
2023,1,16,31,13,0
2012,3,30,2,3,1
2017,9,25,7,11,1
2018,9,12,19,25,0
2023,10,13,41,4,0
2014,7,28,7,11,1
2009,9,2,52,14,1
2021,6,11,10,12,1
2018,12,26,12,7,0
2009,7,15,17,14,0
2016,4,6,47,4,1
2009,12,28,50,29,0
2022,5,6,16,9,0
2020,1,10,46,6,0
2019,1,14,1,0,1
2019,7,26,10,12,0
2022,1,21,0,12,1
2015,7,24,2,3,1
2021,8,23,35,21,0
2023,7,21,0,12,0
2018,12,12,6,27,1
2010,10,1,47,4,0
2016,1,6,26,15,1
2016,7,29,34,20,1
2010,5,24,26,15,1
2013,6,7,2,3,0
2020,2,5,10,12,0
2016,3,9,2,3,0
2020,2,10,11,29,1
2007,4,9,8,22,1
2016,12,2,44,28,1
2016,6,3,40,27,0
2019,7,1,45,10,0
2007,1,27,2,3,0
2011,9,5,44,28,1
2009,8,19,5,25,1
2012,12,5,27,30,1
2016,2,24,40,27,0
2023,6,21,55,31,0
2022,3,18,5,25,0
2010,6,28,36,27,1
2008,8,15,9,5,0
2014,5,16,46,6,1
2015,1,26,31,13,0
2014,7,14,41,4,1
2012,11,9,15,8,0
2019,1,4,51,8,0
2022,1,31,41,4,1
2017,1,18,51,8,1
2017,12,8,32,6,0
2016,7,4,9,5,1
2023,12,13,23,27,1
2023,7,12,27,30,0
2021,2,10,47,4,1
2017,9,15,54,20,1
2010,11,17,6,27,0
2009,12,18,49,26,1
2014,2,21,6,27,0
2023,3,15,7,11,1
2007,3,15,24,1,0
2015,7,27,14,24,1
2018,9,17,51,8,1
2011,6,29,25,18,1
2009,7,15,26,15,1
2016,1,20,43,1,0
2012,1,20,1,0,1
2015,12,23,2,3,0
2007,4,2,17,14,0
2009,7,17,41,4,1
2012,10,1,6,27,0
2012,12,24,27,30,1
2022,11,7,7,11,1
2014,6,23,36,27,1
2013,5,29,46,6,1
2023,1,16,43,1,0
2017,4,7,20,11,1
2013,6,5,45,10,0
2012,8,17,17,14,1
2017,9,25,2,3,1
2018,5,28,13,16,0
2011,1,26,12,7,1
2008,12,1,55,31,1
2008,10,27,47,4,1
2015,12,23,42,17,0
2011,1,31,10,12,1
2014,5,12,46,6,0
2023,11,27,23,27,0
2019,11,13,40,27,0
2008,12,15,11,29,0
2010,12,22,14,24,0
2018,8,22,17,14,1
2022,4,1,43,1,0
2023,6,28,31,13,1
2018,5,25,46,6,0
2020,1,27,46,6,1
2012,12,5,10,12,0
2014,12,29,32,6,1
2008,2,27,12,7,1
2008,4,2,12,7,1
2017,8,21,11,29,0
2019,1,2,5,25,0
2014,7,23,43,1,0
2013,8,9,39,25,1
2010,10,20,53,18,1
2022,4,1,45,10,1
2008,6,11,41,4,0
2016,11,18,48,29,0
2020,10,9,32,6,0
2017,6,30,32,6,1
2021,9,8,53,18,0
2016,3,16,10,12,0
2008,3,26,51,8,0
2014,9,1,7,11,0
2013,5,29,17,14,1
2013,11,15,50,29,1
2022,1,28,24,1,0
2022,8,10,40,27,0
2011,7,4,15,8,0
2023,7,31,19,25,1
2022,2,18,10,12,1
2023,10,13,47,4,1
2013,1,23,7,11,1
2014,7,25,2,3,0
2021,8,30,19,25,0
2016,8,8,45,10,0
2013,3,15,14,24,1
2015,8,28,38,23,0
2014,2,21,5,25,0
2017,11,22,3,22,1
2023,12,15,39,25,1
2014,3,3,13,16,0
2024,2,14,2,3,0
2022,5,4,43,1,1
2023,10,30,5,25,0
2022,7,13,51,8,1
2015,5,4,55,31,1
2011,7,15,3,22,0
2013,2,15,32,6,0
2012,6,6,38,23,1
2013,4,8,32,6,0
2011,10,7,9,5,0
2012,10,17,23,27,1
2008,12,26,6,27,0
2021,4,19,41,4,0
2019,5,22,2,3,1
2023,7,14,32,6,1
2023,8,2,27,30,1
2011,4,8,32,6,1
2012,10,22,6,27,1
2022,5,11,19,25,1
2015,6,12,5,25,0
2021,3,24,15,8,0
2021,11,17,45,10,1
2022,7,20,4,5,1
2015,10,2,5,25,1
2009,11,23,53,18,1
2017,8,11,5,25,1
2016,7,25,23,27,1
2016,7,4,53,18,0
2009,4,24,43,1,0
2017,7,5,16,9,1
2009,9,4,49,26,1
2015,11,11,36,27,0
2014,5,30,2,3,1
2022,7,18,5,25,0
2021,5,3,22,11,0
2016,9,23,20,11,0
2013,8,7,12,7,0
2011,2,14,8,22,1
2010,3,12,44,28,1
2010,2,17,52,14,1
2015,9,4,17,14,1
2015,2,13,17,14,0
2020,12,21,34,20,1
2016,8,24,43,1,1
2015,11,4,45,10,1
2009,2,13,42,17,1
2015,6,8,32,6,0
2022,5,30,27,30,1
2008,3,10,9,5,1
2012,9,12,45,10,0
2017,8,23,31,13,0
2013,1,25,6,27,0
2012,1,16,43,1,0
2011,11,14,40,27,1
2008,10,29,1,0,0
2013,9,27,1,0,0
2019,6,3,47,4,0
2023,2,3,34,20,0
2013,10,23,49,26,1
2021,6,23,1,0,1
2023,5,31,47,4,0
2008,11,19,48,29,1
2011,11,30,23,27,1
2009,2,23,35,21,0
2016,7,4,12,7,0
2020,8,28,27,30,0
2014,6,30,46,6,1
2014,8,22,2,3,0
2008,3,19,5,25,0
2007,1,15,9,5,0
2022,10,10,53,18,1
2023,11,10,9,5,0
2010,3,22,33,29,1
2020,2,12,10,12,0
2018,12,24,7,11,1
2012,10,22,52,14,1
2019,2,13,8,22,0
2017,7,3,52,14,1
2009,8,7,4,5,0
2022,4,6,7,11,1
2008,9,24,24,1,1
2017,5,10,38,23,0
2021,8,13,45,10,0
2020,12,4,43,1,1
2008,3,19,9,5,0
2009,12,11,2,3,1
2018,11,7,48,29,1
2010,7,30,40,27,1
2020,10,16,28,25,1
2019,1,2,34,20,1
2016,1,20,17,14,0
2008,11,12,0,12,1
2007,5,31,0,12,1
2021,10,22,22,11,1
2024,1,26,17,14,0
2020,3,6,40,27,0
2018,6,20,30,19,1
2022,4,25,24,1,1
2010,10,13,3,22,1
2016,10,21,29,27,0
2023,6,7,16,9,1
2011,6,8,37,6,0
2012,5,9,18,9,1
2010,4,26,44,28,0
2009,3,2,33,29,1
2011,10,24,12,7,0
2018,10,10,38,23,1
2014,7,14,26,15,0
2017,12,8,32,6,1
2022,1,12,51,8,0
2010,5,7,48,29,0
2017,4,17,31,13,1
2015,9,14,15,8,1
2009,8,10,42,17,1
2016,11,16,30,19,0
2010,8,20,37,6,1
2013,10,16,30,19,1
2017,11,8,26,15,1
2022,5,2,40,27,0
2012,3,14,2,3,0
2019,10,11,8,22,1
2023,10,25,24,1,0
2022,1,17,37,6,1
2011,8,1,35,21,1
2007,11,5,47,4,0
2022,9,19,31,13,1
2013,4,1,39,25,0
2023,6,26,32,6,0
2018,11,14,12,7,0
2020,11,11,22,11,1
2013,8,30,32,6,1
2007,2,2,5,25,1
2011,4,27,34,20,0
2013,4,26,48,29,1
2023,6,26,45,10,1
2010,8,13,29,27,1
2011,2,2,53,18,1
2019,2,6,32,6,1
2012,1,27,45,10,1
2021,11,26,49,26,1
2007,5,4,54,20,1
2013,8,2,16,9,0
2010,9,13,19,25,1
2015,4,1,2,3,0
2009,8,17,41,4,0
2007,5,18,16,9,1
2007,2,22,6,27,1
2018,5,23,40,27,0
2018,10,31,7,11,1
2018,8,31,44,28,0
2013,12,27,16,9,0
2009,3,18,10,12,1
2011,9,7,40,27,0
2016,12,21,4,5,0
2021,1,22,10,12,1
2010,7,23,17,14,0
2010,4,26,10,12,0
2023,6,12,55,31,1
2018,6,13,47,4,1
2014,6,23,22,11,0
2022,7,11,6,27,0
2015,10,23,37,6,1
2011,12,23,22,11,1
2021,1,20,43,1,1
2013,12,6,14,24,1
2015,11,23,12,7,1
2024,1,31,24,1,0
2021,11,12,29,27,0
2011,4,20,40,27,0
2011,1,5,28,25,1
2012,1,18,11,29,0
2009,8,31,49,26,1
2018,11,7,49,26,1
2018,10,15,45,10,1
2014,5,28,13,16,0
2016,7,8,29,27,1
2008,4,9,36,27,0
2009,10,12,6,27,1
2020,8,26,10,12,1
2009,7,15,16,9,0
2022,11,18,4,5,0
2024,2,28,11,29,1
2016,9,2,31,13,1
2023,2,15,45,10,1
2016,6,20,34,20,0
2017,11,6,31,13,1
2019,7,31,1,0,1
2009,12,21,13,16,0
2011,11,4,23,27,1
2017,10,23,22,11,1
2011,4,8,30,19,1
2010,12,31,21,2,1
2007,4,11,51,8,1
2022,1,14,45,10,0
2013,1,18,43,1,0
2008,3,3,34,20,0
2016,7,25,22,11,1
2017,2,20,50,29,1
2011,2,25,43,1,0
2008,2,25,54,20,1
2016,6,6,19,25,0
2018,10,8,19,25,1
2014,7,2,48,29,0
2015,1,26,36,27,1
2017,2,1,10,12,1
2014,4,21,4,5,1
2009,8,28,42,17,1
2008,6,4,2,3,1
2016,10,10,15,8,1
2009,8,14,33,29,1
2023,5,15,13,16,0
2020,10,30,36,27,1
2019,4,5,0,12,0
2011,7,29,12,7,1
2011,6,6,2,3,1
2009,9,4,22,11,1
2012,8,15,53,18,1
2023,4,17,26,15,0
2020,10,7,42,17,1
2023,10,20,3,22,1
2007,4,27,4,5,1
2008,3,14,27,30,0
2013,5,3,11,29,0
2021,4,28,9,5,1
2016,12,7,50,29,1
2013,8,16,44,28,1
2010,3,29,23,27,1
2008,6,20,27,30,1
2010,3,8,48,29,0
2010,6,16,49,26,0
2023,6,19,29,27,0
2014,7,16,12,7,0
2015,7,22,0,12,0
2013,4,22,20,11,1
2014,5,12,9,5,1
2021,12,6,14,24,1
2022,12,5,37,6,1
2015,1,21,6,27,0
2015,10,14,18,9,0
2022,7,29,21,2,0
2011,8,15,51,8,1
2022,5,6,19,25,1
2010,12,10,51,8,1
2024,1,8,36,27,0
2013,7,17,32,6,1
2018,9,19,40,27,1
2013,6,24,48,29,1
2010,4,21,31,13,0
2007,3,8,12,7,1
2015,4,22,49,26,0
2016,1,18,31,13,0
2009,9,30,27,30,0
2010,12,15,5,25,1
2020,12,28,55,31,0
2019,10,30,47,4,0
2011,4,20,14,24,0
2023,4,3,53,18,1
2008,6,2,52,14,0
2023,9,11,44,28,0
2010,7,16,38,23,0
2014,7,30,6,27,1
2023,9,27,45,10,1
2017,6,23,18,9,0
2008,11,24,8,22,1
2008,8,27,1,0,1
2010,11,29,45,10,1
2012,6,6,33,29,0
2012,7,20,14,24,1
2014,12,22,22,11,0
2011,9,12,54,20,0
2011,9,30,38,23,0
2023,7,24,37,6,1
2013,11,25,37,6,1
2010,12,20,1,0,1
2008,12,17,19,25,1
2022,2,18,31,13,1
2014,8,13,3,22,1
2011,6,15,51,8,0
2021,9,10,19,25,0
2018,10,10,53,18,0
2020,3,27,55,31,0
2018,5,18,43,1,1
2018,8,29,36,27,1
2016,9,9,3,22,1
2010,8,2,16,9,0
2011,5,16,3,22,0
2007,6,13,20,11,1
2013,1,7,17,14,0
2012,3,2,24,1,1
2015,12,7,25,18,1
2009,9,11,11,29,1
2009,4,17,15,8,0
2014,6,16,43,1,0
2023,8,14,26,15,1
2014,3,24,37,6,1
2011,5,16,29,27,0
2007,6,15,34,20,1
2021,7,12,31,13,1
2021,3,26,50,29,1
2015,3,23,15,8,1
2013,3,22,5,25,1
2010,9,24,16,9,1
2008,5,28,17,14,0
2018,7,25,40,27,0
2016,6,10,45,10,0
2021,6,9,24,1,0
2012,9,26,47,4,1
2013,1,4,20,11,1
2016,1,25,55,31,1
2023,7,24,49,26,1
2018,12,10,9,5,0
2008,1,30,50,29,1
2023,7,21,37,6,1
2022,10,17,15,8,1
2011,3,4,22,11,0
2011,4,15,55,31,1
2020,4,13,28,25,1
2015,11,4,54,20,1
2013,12,4,5,25,0
2021,6,4,22,11,0
2012,1,16,10,12,0
2022,12,21,22,11,1
2009,11,27,52,14,0
2009,2,20,8,22,1
2009,11,27,28,25,0
2013,4,19,38,23,0
2007,7,23,52,14,0
2019,1,16,14,24,1
2011,4,11,35,21,1
2024,1,12,36,27,1
2010,7,9,48,29,0
2010,5,26,4,5,0
2018,6,6,0,12,1
2019,3,20,35,21,0
2016,1,18,14,24,1
2017,4,10,20,11,1
2015,4,15,3,22,1
2007,1,30,33,29,1
2013,7,31,20,11,1
2021,4,21,10,12,1
2009,7,22,26,15,0
2012,11,14,24,1,0
2009,8,19,48,29,0
2007,1,18,0,12,0
2023,11,29,2,3,1
2011,12,5,11,29,0
2011,8,15,10,12,0
2018,6,8,12,7,1
2023,8,4,29,27,1
2017,12,20,19,25,1
2008,10,3,23,27,1
2020,3,18,43,1,1
2019,8,16,28,25,0
2017,4,17,42,17,1
2010,4,28,33,29,0
2017,4,7,5,25,1
2015,7,6,55,31,0
2023,12,1,8,22,1
2010,11,1,5,25,0
2017,4,10,21,2,0
2022,6,1,27,30,0
2014,8,18,39,25,0
2020,2,17,22,11,0
2018,12,14,13,16,0
2011,12,12,21,2,1
2009,11,20,41,4,1
2015,2,16,25,18,0
2012,9,5,24,1,1
2012,1,20,2,3,1
2021,8,30,3,22,1
2016,3,14,8,22,1
2014,3,5,53,18,1
2014,9,8,37,6,0
2020,2,19,31,13,0
2010,12,13,53,18,0
2021,3,22,23,27,0
2019,1,16,19,25,0
2019,6,10,34,20,0
2023,11,24,43,1,0
2015,6,24,50,29,0
2008,11,24,53,18,0
2011,2,28,10,12,0
2009,10,7,31,13,1
2014,9,12,23,27,0
2009,11,20,45,10,1
2020,10,7,18,9,0
2008,7,16,48,29,0
2012,6,11,16,9,1
2019,4,12,25,18,1
2007,9,10,12,7,0
2013,11,15,2,3,0
2022,4,29,16,9,1
2018,7,25,20,11,1
2014,1,8,48,29,1
2021,3,12,1,0,1
2011,12,14,22,11,1
2019,2,20,32,6,0
2016,1,29,40,27,0
2023,6,30,51,8,1
2009,7,17,52,14,1
2011,2,18,38,23,0
2011,6,10,12,7,0
2015,7,1,13,16,1
2020,1,3,51,8,1
2022,6,22,34,20,1
2022,12,12,44,28,0
2017,7,26,10,12,1
2017,2,27,4,5,1
2018,1,19,37,6,0
2022,6,24,32,6,0
2017,5,10,52,14,1
2007,1,26,42,17,0
2008,2,11,6,27,0
2015,8,19,52,14,1
2014,2,28,52,14,0
2009,7,3,50,29,0
2010,1,15,15,8,1
2018,4,13,3,22,1
2013,5,22,31,13,1
2017,9,13,46,6,0
2019,5,15,29,27,0
2016,6,27,5,25,0
2010,3,17,50,29,0
2023,1,23,45,10,1
2013,10,4,41,4,1
2015,5,18,11,29,1
2015,7,10,8,22,0
2008,1,28,11,29,0
2020,2,26,22,11,0
2014,11,24,29,27,1
2009,6,15,9,5,1
2015,6,24,55,31,1
2011,1,7,32,6,1
2011,10,24,21,2,0
2012,1,20,8,22,1
2009,2,4,10,12,0
2011,7,18,26,15,1
2012,12,28,30,19,0
2015,7,6,18,9,0
2008,9,5,44,28,0
2016,3,11,15,8,1
2016,3,28,30,19,1
2024,1,12,30,19,1
2021,10,15,0,12,1
2007,8,6,16,9,0
2020,8,21,49,26,1
2009,3,6,17,14,1
2019,4,22,10,12,0
2020,3,18,32,6,1
2007,1,30,38,23,0
2021,8,27,10,12,1
2016,9,30,3,22,1
2015,12,11,17,14,0
2015,4,20,22,11,1
2009,6,15,32,6,1
2014,9,3,24,1,0
2017,11,6,40,27,1
2017,8,21,42,17,1
2008,2,29,53,18,0
2017,2,13,31,13,0
2007,2,22,28,25,0
2020,1,29,24,1,0
2016,8,3,30,19,1
2015,11,20,13,16,1
2023,3,27,32,6,0
2019,8,19,3,22,0
2015,5,4,47,4,0
2020,3,27,10,12,1
2021,7,14,28,25,1
2011,8,24,41,4,0
2017,2,27,6,27,0
2007,2,10,10,12,0
2018,4,2,5,25,0
2015,2,4,51,8,1
2011,4,6,29,27,0
2008,4,28,53,18,0
2011,11,18,26,15,1
2015,10,21,47,4,1
2009,2,23,49,26,1
2014,9,19,1,0,1
2014,5,12,11,29,1
2008,12,17,16,9,0
2007,6,12,40,27,0
2013,3,6,30,19,1
2019,4,26,28,25,1
2016,11,9,2,3,0
2020,3,18,11,29,0
2017,5,29,37,6,1
2013,5,13,13,16,1
2011,9,14,35,21,0
2012,8,8,37,6,1
2014,7,30,8,22,1
2018,12,26,22,11,0
2007,5,21,53,18,0
2012,4,16,15,8,0
2023,2,20,12,7,1
2013,4,22,54,20,1
2018,4,6,27,30,1
2011,4,29,21,2,0
2008,11,5,24,1,0
2007,5,4,22,11,1
2018,7,2,42,17,0
2023,5,22,52,14,1
2013,2,11,54,20,0
2018,5,14,29,27,1
2017,1,23,32,6,1
2016,1,22,54,20,0
2010,8,6,42,17,1
2022,6,27,1,0,1
2024,2,23,10,12,0
2010,7,5,29,27,1
2021,3,31,35,21,0
2016,9,12,26,15,1
2015,11,4,22,11,1
2010,10,1,6,27,1
2013,5,29,35,21,1
2011,7,1,2,3,1
2012,10,24,20,11,0
2018,1,5,31,13,0
2023,7,12,45,10,1
2010,9,24,43,1,1
2017,1,23,3,22,1
2020,11,4,14,24,0
2012,10,10,30,19,0
2022,12,19,15,8,1
2017,5,19,54,20,1
2011,2,9,5,25,1
2016,6,15,13,16,0
2016,12,12,46,6,0
2010,11,22,3,22,1
2022,12,16,51,8,0
2014,12,22,33,29,1
2011,7,25,43,1,1
2017,1,30,3,22,0
2021,2,24,49,26,1
2009,11,9,1,0,1
2014,8,18,17,14,0
2011,8,12,13,16,1
2014,1,17,18,9,1
2016,1,13,14,24,0
2023,4,28,21,2,0
2013,11,6,51,8,1
2016,6,10,45,10,1
2021,11,12,31,13,0
2020,3,4,50,29,0
2018,8,1,10,12,0
2007,3,5,33,29,0
2021,11,3,8,22,0
2011,7,4,54,20,1
2009,9,28,31,13,1
2013,4,26,35,21,0
2019,4,10,27,30,1
2013,6,12,12,7,0
2016,3,7,11,29,1
2021,1,15,54,20,1
2019,6,12,51,8,1
2017,7,24,16,9,0
2015,3,27,42,17,0
2012,10,3,2,3,1
2017,6,23,38,23,0
2022,3,28,5,25,1
2011,12,2,9,5,1
2021,7,28,38,23,1
2017,8,23,41,4,0
2007,1,17,1,0,1
2018,12,3,13,16,0
2011,7,18,42,17,0
2017,12,15,43,1,1
2007,6,18,35,21,0
2018,5,2,21,2,1
2007,5,16,19,25,0
2022,8,3,30,19,1
2016,9,12,49,26,0
2011,3,4,40,27,0
2014,12,22,30,19,0
2019,11,27,25,18,1
2012,4,25,38,23,1
2015,2,20,17,14,0
2014,10,22,5,25,1
2009,1,28,8,22,1
2018,6,22,13,16,1
2013,2,1,39,25,0
2023,9,6,18,9,1
2011,1,7,5,25,1
2010,7,28,52,14,1
2015,7,8,6,27,0
2011,12,16,21,2,1
2011,6,8,17,14,1
2018,2,23,53,18,0
2015,1,23,33,29,1
2018,5,4,31,13,1
2017,2,10,40,27,0
2016,3,7,53,18,1
2019,2,11,53,18,1
2017,7,31,27,30,1
2012,9,28,27,30,1
2014,3,26,30,19,0
2018,1,5,41,4,1
2017,8,25,16,9,1
2012,10,22,40,27,1
2011,8,8,48,29,1
2022,4,25,46,6,1
2019,8,5,27,30,1
2018,3,2,9,5,0
2010,3,26,38,23,0
2017,6,26,28,25,0
2021,12,31,47,4,0
2017,1,6,37,6,1
2012,5,23,0,12,1
2017,11,24,45,10,0
2022,7,27,53,18,0
2007,5,25,43,1,0
2022,5,20,0,12,0
2008,8,1,48,29,1
2016,1,15,39,25,1
2008,9,22,45,10,0
2022,9,19,9,5,1
2015,6,19,21,2,1
2013,8,5,44,28,1
2011,1,10,4,5,0
2008,4,9,21,2,0
2021,3,8,48,29,1
2019,4,10,44,28,1
2022,11,23,12,7,1
2007,5,10,27,30,1
2009,4,3,24,1,1
2007,6,18,15,8,1
2007,2,7,42,17,1
2010,2,15,13,16,1
2016,8,8,32,6,0
2020,9,21,24,1,1
2013,11,6,47,4,1
2019,7,1,44,28,0
2017,5,19,2,3,1
2015,2,4,40,27,0
2013,2,15,5,25,1
2007,3,26,2,3,1
2015,10,23,29,27,0
2013,2,8,46,6,0
2022,4,11,7,11,1
2010,3,3,33,29,1
2019,2,1,52,14,0
2018,4,16,48,29,0
2008,12,26,42,17,1
2021,10,29,55,31,1
2020,9,2,8,22,0
2021,5,19,18,9,1
2008,4,16,48,29,1
2019,7,19,27,30,0
2010,9,22,0,12,1
2012,7,11,15,8,0
2009,7,13,50,29,1
2014,6,23,29,27,0
